menu_item_id,item_name,category,price,order_details_id,order_id,order_date,order_time
110,Pork Ramen,Asian,17.95,60,22,01/01/2023,14:16:26
105,Mac & Cheese,American,7,61,22,01/01/2023,14:16:26
105,Mac & Cheese,American,7,62,23,01/01/2023,14:19:03
101,Hamburger,American,12.95,63,24,01/01/2023,14:23:01
110,Pork Ramen,Asian,17.95,64,24,01/01/2023,14:23:01
113,Edamame,Asian,5,65,24,01/01/2023,14:23:01
119,Chicken Torta,Mexican,11.95,66,24,01/01/2023,14:23:01
120,Steak Torta,Mexican,13.95,67,25,01/01/2023,14:44:44
106,French Fries,American,7,68,25,01/01/2023,14:44:44
108,Tofu Pad Thai,Asian,14.5,69,26,01/01/2023,14:54:26
132,Eggplant Parmesan,Italian,16.95,70,26,01/01/2023,14:54:26
101,Hamburger,American,12.95,71,27,01/01/2023,15:11:17
108,Tofu Pad Thai,Asian,14.5,72,27,01/01/2023,15:11:17
131,Chicken Parmesan,Italian,17.95,73,27,01/01/2023,15:11:17
103,Hot Dog,American,9,74,28,01/01/2023,15:35:46
126,Fettuccine Alfredo,Italian,14.5,75,29,01/01/2023,15:41:01
106,French Fries,American,7,76,30,01/01/2023,15:41:25
129,Mushroom Ravioli,Italian,15.5,77,31,01/01/2023,15:50:18
113,Edamame,Asian,5,78,31,01/01/2023,15:50:18
107,Orange Chicken,Asian,16.5,79,32,01/01/2023,15:53:18
126,Fettuccine Alfredo,Italian,14.5,80,32,01/01/2023,15:53:18
110,Pork Ramen,Asian,17.95,81,32,01/01/2023,15:53:18
117,Chicken Burrito,Mexican,12.95,82,32,01/01/2023,15:53:18
101,Hamburger,American,12.95,83,33,01/01/2023,15:54:08
126,Fettuccine Alfredo,Italian,14.5,84,33,01/01/2023,15:54:08
114,Potstickers,Asian,9,85,34,01/01/2023,16:21:21
126,Fettuccine Alfredo,Italian,14.5,86,35,01/01/2023,16:32:04
112,Salmon Roll,Asian,14.95,87,35,01/01/2023,16:32:04
113,Edamame,Asian,5,88,35,01/01/2023,16:32:04
106,French Fries,American,7,89,35,01/01/2023,16:32:04
101,Hamburger,American,12.95,90,36,01/01/2023,16:54:09
108,Tofu Pad Thai,Asian,14.5,91,36,01/01/2023,16:54:09
117,Chicken Burrito,Mexican,12.95,92,37,01/01/2023,16:56:09
129,Mushroom Ravioli,Italian,15.5,93,37,01/01/2023,16:56:09
109,Korean Beef Bowl,Asian,17.95,94,38,01/01/2023,17:03:00
110,Pork Ramen,Asian,17.95,95,38,01/01/2023,17:03:00
117,Chicken Burrito,Mexican,12.95,96,39,01/01/2023,17:07:23
125,Spaghetti & Meatballs,Italian,17.95,97,40,01/01/2023,17:14:36
105,Mac & Cheese,American,7,98,40,01/01/2023,17:14:36
125,Spaghetti & Meatballs,Italian,17.95,99,41,01/01/2023,17:15:20
126,Fettuccine Alfredo,Italian,14.5,100,41,01/01/2023,17:15:20
107,Orange Chicken,Asian,16.5,101,42,01/01/2023,17:28:09
124,Spaghetti,Italian,14.5,102,42,01/01/2023,17:28:09
129,Mushroom Ravioli,Italian,15.5,103,42,01/01/2023,17:28:09
118,Steak Burrito,Mexican,14.95,104,42,01/01/2023,17:28:09
103,Hot Dog,American,9,105,43,01/01/2023,17:38:34
117,Chicken Burrito,Mexican,12.95,106,43,01/01/2023,17:38:34
118,Steak Burrito,Mexican,14.95,107,43,01/01/2023,17:38:34
130,Shrimp Scampi,Italian,19.95,108,44,01/01/2023,17:54:20
125,Spaghetti & Meatballs,Italian,17.95,109,45,01/01/2023,17:55:48
109,Korean Beef Bowl,Asian,17.95,110,45,01/01/2023,17:55:48
106,French Fries,American,7,111,45,01/01/2023,17:55:48
104,Veggie Burger,American,10.5,112,46,01/01/2023,18:25:51
108,Tofu Pad Thai,Asian,14.5,113,46,01/01/2023,18:25:51
106,French Fries,American,7,114,46,01/01/2023,18:25:51
105,Mac & Cheese,American,7,115,47,01/01/2023,18:26:34
132,Eggplant Parmesan,Italian,16.95,116,47,01/01/2023,18:26:34
104,Veggie Burger,American,10.5,117,48,01/01/2023,18:26:42
126,Fettuccine Alfredo,Italian,14.5,118,48,01/01/2023,18:26:42
119,Chicken Torta,Mexican,11.95,119,48,01/01/2023,18:26:42
122,Chips & Salsa,Mexican,7,120,48,01/01/2023,18:26:42
120,Steak Torta,Mexican,13.95,121,49,01/01/2023,18:33:00
101,Hamburger,American,12.95,123,51,01/01/2023,18:48:28
112,Salmon Roll,Asian,14.95,124,51,01/01/2023,18:48:28
109,Korean Beef Bowl,Asian,17.95,125,52,01/01/2023,18:53:02
129,Mushroom Ravioli,Italian,15.5,126,52,01/01/2023,18:53:02
122,Chips & Salsa,Mexican,7,127,52,01/01/2023,18:53:02
112,Salmon Roll,Asian,14.95,128,53,01/01/2023,18:54:17
123,Chips & Guacamole,Mexican,9,129,53,01/01/2023,18:54:17
119,Chicken Torta,Mexican,11.95,130,54,01/01/2023,19:01:45
106,French Fries,American,7,131,54,01/01/2023,19:01:45
118,Steak Burrito,Mexican,14.95,132,55,01/01/2023,19:03:19
122,Chips & Salsa,Mexican,7,133,55,01/01/2023,19:03:19
108,Tofu Pad Thai,Asian,14.5,134,56,01/01/2023,19:07:00
128,Cheese Lasagna,Italian,15.5,135,56,01/01/2023,19:07:00
105,Mac & Cheese,American,7,136,56,01/01/2023,19:07:00
108,Tofu Pad Thai,Asian,14.5,137,57,01/01/2023,19:10:51
124,Spaghetti,Italian,14.5,138,58,01/01/2023,19:30:40
113,Edamame,Asian,5,139,58,01/01/2023,19:30:40
127,Meat Lasagna,Italian,17.95,140,59,01/01/2023,19:40:08
112,Salmon Roll,Asian,14.95,141,59,01/01/2023,19:40:08
113,Edamame,Asian,5,142,59,01/01/2023,19:40:08
104,Veggie Burger,American,10.5,143,60,01/01/2023,20:05:16
125,Spaghetti & Meatballs,Italian,17.95,144,60,01/01/2023,20:05:16
101,Hamburger,American,12.95,145,61,01/01/2023,20:08:43
117,Chicken Burrito,Mexican,12.95,146,61,01/01/2023,20:08:43
101,Hamburger,American,12.95,147,62,01/01/2023,20:50:16
123,Chips & Guacamole,Mexican,9,148,62,01/01/2023,20:50:16
112,Salmon Roll,Asian,14.95,149,63,01/01/2023,20:51:42
107,Orange Chicken,Asian,16.5,150,64,01/01/2023,20:52:08
112,Salmon Roll,Asian,14.95,151,65,01/01/2023,21:16:00
120,Steak Torta,Mexican,13.95,152,65,01/01/2023,21:16:00
122,Chips & Salsa,Mexican,7,153,65,01/01/2023,21:16:00
123,Chips & Guacamole,Mexican,9,154,65,01/01/2023,21:16:00
108,Tofu Pad Thai,Asian,14.5,155,66,01/01/2023,21:47:55
110,Pork Ramen,Asian,17.95,156,66,01/01/2023,21:47:55
105,Mac & Cheese,American,7,157,67,01/01/2023,22:03:40
108,Tofu Pad Thai,Asian,14.5,158,68,01/01/2023,22:07:32
117,Chicken Burrito,Mexican,12.95,159,68,01/01/2023,22:07:32
117,Chicken Burrito,Mexican,12.95,160,68,01/01/2023,22:07:32
101,Hamburger,American,12.95,161,69,01/01/2023,22:12:13
127,Meat Lasagna,Italian,17.95,162,70,02/01/2023,11:38:51
121,Cheese Quesadillas,Mexican,10.5,163,70,02/01/2023,11:38:51
106,French Fries,American,7,164,71,02/01/2023,11:40:50
131,Chicken Parmesan,Italian,17.95,165,72,02/01/2023,11:57:25
106,French Fries,American,7,166,73,02/01/2023,11:58:56
124,Spaghetti,Italian,14.5,167,74,02/01/2023,12:01:12
129,Mushroom Ravioli,Italian,15.5,168,74,02/01/2023,12:01:12
130,Shrimp Scampi,Italian,19.95,169,74,02/01/2023,12:01:12
123,Chips & Guacamole,Mexican,9,170,74,02/01/2023,12:01:12
117,Chicken Burrito,Mexican,12.95,171,75,02/01/2023,12:10:15
128,Cheese Lasagna,Italian,15.5,172,75,02/01/2023,12:10:15
111,California Roll,Asian,11.95,173,75,02/01/2023,12:10:15
107,Orange Chicken,Asian,16.5,174,76,02/01/2023,12:21:17
109,Korean Beef Bowl,Asian,17.95,175,76,02/01/2023,12:21:17
127,Meat Lasagna,Italian,17.95,176,76,02/01/2023,12:21:17
122,Chips & Salsa,Mexican,7,177,76,02/01/2023,12:21:17
101,Hamburger,American,12.95,178,77,02/01/2023,12:22:46
109,Korean Beef Bowl,Asian,17.95,179,77,02/01/2023,12:22:46
107,Orange Chicken,Asian,16.5,180,78,02/01/2023,12:28:14
108,Tofu Pad Thai,Asian,14.5,181,78,02/01/2023,12:28:14
125,Spaghetti & Meatballs,Italian,17.95,182,78,02/01/2023,12:28:14
110,Pork Ramen,Asian,17.95,183,78,02/01/2023,12:28:14
122,Chips & Salsa,Mexican,7,184,78,02/01/2023,12:28:14
106,French Fries,American,7,185,78,02/01/2023,12:28:14
110,Pork Ramen,Asian,17.95,186,79,02/01/2023,12:29:11
112,Salmon Roll,Asian,14.95,187,79,02/01/2023,12:29:11
106,French Fries,American,7,188,79,02/01/2023,12:29:11
113,Edamame,Asian,5,189,80,02/01/2023,12:35:38
106,French Fries,American,7,190,80,02/01/2023,12:35:38
106,French Fries,American,7,191,81,02/01/2023,12:40:01
107,Orange Chicken,Asian,16.5,192,82,02/01/2023,12:45:51
102,Cheeseburger,American,13.95,193,82,02/01/2023,12:45:51
122,Chips & Salsa,Mexican,7,194,82,02/01/2023,12:45:51
132,Eggplant Parmesan,Italian,16.95,195,82,02/01/2023,12:45:51
105,Mac & Cheese,American,7,196,83,02/01/2023,12:53:27
113,Edamame,Asian,5,197,84,02/01/2023,13:13:41
108,Tofu Pad Thai,Asian,14.5,198,85,02/01/2023,13:34:49
108,Tofu Pad Thai,Asian,14.5,199,85,02/01/2023,13:34:49
117,Chicken Burrito,Mexican,12.95,200,85,02/01/2023,13:34:49
114,Potstickers,Asian,9,201,85,02/01/2023,13:34:49
109,Korean Beef Bowl,Asian,17.95,202,86,02/01/2023,13:40:31
110,Pork Ramen,Asian,17.95,203,87,02/01/2023,14:01:02
129,Mushroom Ravioli,Italian,15.5,204,87,02/01/2023,14:01:02
123,Chips & Guacamole,Mexican,9,205,87,02/01/2023,14:01:02
123,Chips & Guacamole,Mexican,9,206,87,02/01/2023,14:01:02
124,Spaghetti,Italian,14.5,207,88,02/01/2023,14:10:08
121,Cheese Quesadillas,Mexican,10.5,208,89,02/01/2023,14:30:19
106,French Fries,American,7,209,89,02/01/2023,14:30:19
120,Steak Torta,Mexican,13.95,210,90,02/01/2023,15:08:48
106,French Fries,American,7,211,90,02/01/2023,15:08:48
101,Hamburger,American,12.95,212,91,02/01/2023,15:14:43
104,Veggie Burger,American,10.5,213,91,02/01/2023,15:14:43
113,Edamame,Asian,5,214,91,02/01/2023,15:14:43
101,Hamburger,American,12.95,215,92,02/01/2023,15:17:02
117,Chicken Burrito,Mexican,12.95,216,92,02/01/2023,15:17:02
117,Chicken Burrito,Mexican,12.95,217,92,02/01/2023,15:17:02
127,Meat Lasagna,Italian,17.95,218,92,02/01/2023,15:17:02
113,Edamame,Asian,5,219,92,02/01/2023,15:17:02
118,Steak Burrito,Mexican,14.95,220,92,02/01/2023,15:17:02
131,Chicken Parmesan,Italian,17.95,221,92,02/01/2023,15:17:02
123,Chips & Guacamole,Mexican,9,222,92,02/01/2023,15:17:02
114,Potstickers,Asian,9,223,92,02/01/2023,15:17:02
120,Steak Torta,Mexican,13.95,224,93,02/01/2023,15:29:31
110,Pork Ramen,Asian,17.95,225,94,02/01/2023,16:17:16
105,Mac & Cheese,American,7,226,94,02/01/2023,16:17:16
111,California Roll,Asian,11.95,227,95,02/01/2023,16:18:04
118,Steak Burrito,Mexican,14.95,228,95,02/01/2023,16:18:04
111,California Roll,Asian,11.95,229,96,02/01/2023,16:21:20
107,Orange Chicken,Asian,16.5,230,97,02/01/2023,16:45:33
108,Tofu Pad Thai,Asian,14.5,231,98,02/01/2023,17:18:18
111,California Roll,Asian,11.95,232,98,02/01/2023,17:18:18
117,Chicken Burrito,Mexican,12.95,233,99,02/01/2023,17:45:42
109,Korean Beef Bowl,Asian,17.95,234,100,02/01/2023,17:46:17
102,Cheeseburger,American,13.95,235,101,02/01/2023,17:51:33
113,Edamame,Asian,5,236,101,02/01/2023,17:51:33
121,Cheese Quesadillas,Mexican,10.5,237,101,02/01/2023,17:51:33
122,Chips & Salsa,Mexican,7,238,101,02/01/2023,17:51:33
101,Hamburger,American,12.95,239,102,02/01/2023,17:54:04
119,Chicken Torta,Mexican,11.95,240,102,02/01/2023,17:54:04
123,Chips & Guacamole,Mexican,9,241,103,02/01/2023,18:02:09
101,Hamburger,American,12.95,242,104,02/01/2023,18:02:12
103,Hot Dog,American,9,243,104,02/01/2023,18:02:12
127,Meat Lasagna,Italian,17.95,244,104,02/01/2023,18:02:12
132,Eggplant Parmesan,Italian,16.95,245,104,02/01/2023,18:02:12
109,Korean Beef Bowl,Asian,17.95,246,105,02/01/2023,18:12:01
113,Edamame,Asian,5,247,105,02/01/2023,18:12:01
119,Chicken Torta,Mexican,11.95,248,105,02/01/2023,18:12:01
129,Mushroom Ravioli,Italian,15.5,249,106,02/01/2023,18:12:13
122,Chips & Salsa,Mexican,7,250,106,02/01/2023,18:12:13
102,Cheeseburger,American,13.95,251,107,02/01/2023,18:25:09
117,Chicken Burrito,Mexican,12.95,252,107,02/01/2023,18:25:09
122,Chips & Salsa,Mexican,7,253,107,02/01/2023,18:25:09
132,Eggplant Parmesan,Italian,16.95,254,107,02/01/2023,18:25:09
108,Tofu Pad Thai,Asian,14.5,255,108,02/01/2023,18:25:25
109,Korean Beef Bowl,Asian,17.95,256,108,02/01/2023,18:25:25
123,Chips & Guacamole,Mexican,9,257,108,02/01/2023,18:25:25
110,Pork Ramen,Asian,17.95,258,109,02/01/2023,18:27:50
117,Chicken Burrito,Mexican,12.95,259,109,02/01/2023,18:27:50
113,Edamame,Asian,5,260,109,02/01/2023,18:27:50
119,Chicken Torta,Mexican,11.95,261,109,02/01/2023,18:27:50
107,Orange Chicken,Asian,16.5,262,110,02/01/2023,18:36:19
111,California Roll,Asian,11.95,263,110,02/01/2023,18:36:19
121,Cheese Quesadillas,Mexican,10.5,264,110,02/01/2023,18:36:19
122,Chips & Salsa,Mexican,7,265,110,02/01/2023,18:36:19
102,Cheeseburger,American,13.95,266,111,02/01/2023,18:38:01
124,Spaghetti,Italian,14.5,267,111,02/01/2023,18:38:01
113,Edamame,Asian,5,268,111,02/01/2023,18:38:01
130,Shrimp Scampi,Italian,19.95,269,111,02/01/2023,18:38:01
113,Edamame,Asian,5,270,112,02/01/2023,18:41:40
102,Cheeseburger,American,13.95,271,113,02/01/2023,18:50:21
129,Mushroom Ravioli,Italian,15.5,272,113,02/01/2023,18:50:21
105,Mac & Cheese,American,7,273,113,02/01/2023,18:50:21
113,Edamame,Asian,5,274,114,02/01/2023,18:59:32
120,Steak Torta,Mexican,13.95,275,114,02/01/2023,18:59:32
107,Orange Chicken,Asian,16.5,276,115,02/01/2023,19:05:17
111,California Roll,Asian,11.95,277,115,02/01/2023,19:05:17
106,French Fries,American,7,278,115,02/01/2023,19:05:17
124,Spaghetti,Italian,14.5,279,116,02/01/2023,19:18:49
118,Steak Burrito,Mexican,14.95,280,117,02/01/2023,19:23:02
120,Steak Torta,Mexican,13.95,281,117,02/01/2023,19:23:02
119,Chicken Torta,Mexican,11.95,282,118,02/01/2023,19:26:59
131,Chicken Parmesan,Italian,17.95,283,118,02/01/2023,19:26:59
125,Spaghetti & Meatballs,Italian,17.95,284,119,02/01/2023,19:32:29
108,Tofu Pad Thai,Asian,14.5,285,120,02/01/2023,19:35:07
109,Korean Beef Bowl,Asian,17.95,286,120,02/01/2023,19:35:07
131,Chicken Parmesan,Italian,17.95,287,120,02/01/2023,19:35:07
101,Hamburger,American,12.95,288,121,02/01/2023,19:38:48
125,Spaghetti & Meatballs,Italian,17.95,289,121,02/01/2023,19:38:48
120,Steak Torta,Mexican,13.95,290,121,02/01/2023,19:38:48
105,Mac & Cheese,American,7,291,121,02/01/2023,19:38:48
117,Chicken Burrito,Mexican,12.95,292,122,02/01/2023,19:50:19
110,Pork Ramen,Asian,17.95,293,123,02/01/2023,20:12:09
101,Hamburger,American,12.95,294,124,02/01/2023,20:12:34
120,Steak Torta,Mexican,13.95,295,124,02/01/2023,20:12:34
122,Chips & Salsa,Mexican,7,296,124,02/01/2023,20:12:34
114,Potstickers,Asian,9,297,124,02/01/2023,20:12:34
132,Eggplant Parmesan,Italian,16.95,299,126,02/01/2023,20:53:42
113,Edamame,Asian,5,300,127,02/01/2023,20:58:23
122,Chips & Salsa,Mexican,7,301,128,02/01/2023,21:05:06
107,Orange Chicken,Asian,16.5,302,129,02/01/2023,21:13:02
114,Potstickers,Asian,9,303,129,02/01/2023,21:13:02
109,Korean Beef Bowl,Asian,17.95,304,130,02/01/2023,21:14:55
110,Pork Ramen,Asian,17.95,305,130,02/01/2023,21:14:55
129,Mushroom Ravioli,Italian,15.5,306,130,02/01/2023,21:14:55
105,Mac & Cheese,American,7,307,130,02/01/2023,21:14:55
104,Veggie Burger,American,10.5,308,131,02/01/2023,21:33:10
124,Spaghetti,Italian,14.5,309,131,02/01/2023,21:33:10
126,Fettuccine Alfredo,Italian,14.5,310,131,02/01/2023,21:33:10
123,Chips & Guacamole,Mexican,9,311,131,02/01/2023,21:33:10
113,Edamame,Asian,5,312,132,02/01/2023,21:42:45
101,Hamburger,American,12.95,313,133,02/01/2023,22:00:17
109,Korean Beef Bowl,Asian,17.95,314,133,02/01/2023,22:00:17
114,Potstickers,Asian,9,315,133,02/01/2023,22:00:17
107,Orange Chicken,Asian,16.5,316,134,02/01/2023,22:13:24
105,Mac & Cheese,American,7,317,134,02/01/2023,22:13:24
123,Chips & Guacamole,Mexican,9,318,134,02/01/2023,22:13:24
132,Eggplant Parmesan,Italian,16.95,319,135,02/01/2023,22:29:34
124,Spaghetti,Italian,14.5,320,136,02/01/2023,22:32:49
118,Steak Burrito,Mexican,14.95,321,136,02/01/2023,22:32:49
128,Cheese Lasagna,Italian,15.5,322,137,03/01/2023,11:34:10
113,Edamame,Asian,5,323,137,03/01/2023,11:34:10
122,Chips & Salsa,Mexican,7,324,137,03/01/2023,11:34:10
102,Cheeseburger,American,13.95,325,138,03/01/2023,11:44:50
125,Spaghetti & Meatballs,Italian,17.95,326,138,03/01/2023,11:44:50
127,Meat Lasagna,Italian,17.95,327,138,03/01/2023,11:44:50
120,Steak Torta,Mexican,13.95,328,138,03/01/2023,11:44:50
124,Spaghetti,Italian,14.5,329,139,03/01/2023,11:57:39
119,Chicken Torta,Mexican,11.95,330,140,03/01/2023,12:26:44
132,Eggplant Parmesan,Italian,16.95,331,140,03/01/2023,12:26:44
108,Tofu Pad Thai,Asian,14.5,332,141,03/01/2023,13:16:01
126,Fettuccine Alfredo,Italian,14.5,333,142,03/01/2023,13:33:59
102,Cheeseburger,American,13.95,334,143,03/01/2023,13:41:36
108,Tofu Pad Thai,Asian,14.5,335,143,03/01/2023,13:41:36
109,Korean Beef Bowl,Asian,17.95,336,143,03/01/2023,13:41:36
129,Mushroom Ravioli,Italian,15.5,337,143,03/01/2023,13:41:36
113,Edamame,Asian,5,338,143,03/01/2023,13:41:36
119,Chicken Torta,Mexican,11.95,339,143,03/01/2023,13:41:36
106,French Fries,American,7,340,143,03/01/2023,13:41:36
132,Eggplant Parmesan,Italian,16.95,341,143,03/01/2023,13:41:36
101,Hamburger,American,12.95,342,144,03/01/2023,13:44:28
107,Orange Chicken,Asian,16.5,343,144,03/01/2023,13:44:28
102,Cheeseburger,American,13.95,344,144,03/01/2023,13:44:28
104,Veggie Burger,American,10.5,345,144,03/01/2023,13:44:28
124,Spaghetti,Italian,14.5,346,144,03/01/2023,13:44:28
125,Spaghetti & Meatballs,Italian,17.95,347,144,03/01/2023,13:44:28
112,Salmon Roll,Asian,14.95,348,144,03/01/2023,13:44:28
105,Mac & Cheese,American,7,349,144,03/01/2023,13:44:28
105,Mac & Cheese,American,7,350,144,03/01/2023,13:44:28
122,Chips & Salsa,Mexican,7,351,144,03/01/2023,13:44:28
106,French Fries,American,7,352,144,03/01/2023,13:44:28
132,Eggplant Parmesan,Italian,16.95,353,144,03/01/2023,13:44:28
114,Potstickers,Asian,9,354,145,03/01/2023,13:53:48
102,Cheeseburger,American,13.95,355,146,03/01/2023,14:22:10
125,Spaghetti & Meatballs,Italian,17.95,356,146,03/01/2023,14:22:10
109,Korean Beef Bowl,Asian,17.95,357,146,03/01/2023,14:22:10
128,Cheese Lasagna,Italian,15.5,359,148,03/01/2023,14:40:42
131,Chicken Parmesan,Italian,17.95,360,149,03/01/2023,14:48:45
113,Edamame,Asian,5,361,150,03/01/2023,14:49:58
105,Mac & Cheese,American,7,362,151,03/01/2023,15:09:34
123,Chips & Guacamole,Mexican,9,363,151,03/01/2023,15:09:34
109,Korean Beef Bowl,Asian,17.95,364,152,03/01/2023,15:09:42
131,Chicken Parmesan,Italian,17.95,365,152,03/01/2023,15:09:42
106,French Fries,American,7,366,152,03/01/2023,15:09:42
114,Potstickers,Asian,9,367,152,03/01/2023,15:09:42
129,Mushroom Ravioli,Italian,15.5,368,153,03/01/2023,15:16:34
119,Chicken Torta,Mexican,11.95,369,154,03/01/2023,15:22:43
104,Veggie Burger,American,10.5,370,155,03/01/2023,15:28:59
111,California Roll,Asian,11.95,371,155,03/01/2023,15:28:59
113,Edamame,Asian,5,372,155,03/01/2023,15:28:59
118,Steak Burrito,Mexican,14.95,373,155,03/01/2023,15:28:59
111,California Roll,Asian,11.95,374,156,03/01/2023,15:42:19
106,French Fries,American,7,375,156,03/01/2023,15:42:19
117,Chicken Burrito,Mexican,12.95,376,157,03/01/2023,15:43:03
128,Cheese Lasagna,Italian,15.5,377,157,03/01/2023,15:43:03
120,Steak Torta,Mexican,13.95,378,157,03/01/2023,15:43:03
130,Shrimp Scampi,Italian,19.95,379,157,03/01/2023,15:43:03
127,Meat Lasagna,Italian,17.95,380,158,03/01/2023,15:54:30
106,French Fries,American,7,381,158,03/01/2023,15:54:30
125,Spaghetti & Meatballs,Italian,17.95,382,159,03/01/2023,15:59:22
106,French Fries,American,7,383,159,03/01/2023,15:59:22
108,Tofu Pad Thai,Asian,14.5,384,160,03/01/2023,16:35:33
109,Korean Beef Bowl,Asian,17.95,385,161,03/01/2023,16:43:46
122,Chips & Salsa,Mexican,7,386,161,03/01/2023,16:43:46
107,Orange Chicken,Asian,16.5,388,162,03/01/2023,16:51:22
109,Korean Beef Bowl,Asian,17.95,389,163,03/01/2023,16:54:54
113,Edamame,Asian,5,390,163,03/01/2023,16:54:54
114,Potstickers,Asian,9,391,163,03/01/2023,16:54:54
102,Cheeseburger,American,13.95,392,164,03/01/2023,16:56:33
113,Edamame,Asian,5,393,164,03/01/2023,16:56:33
119,Chicken Torta,Mexican,11.95,394,165,03/01/2023,16:57:37
119,Chicken Torta,Mexican,11.95,395,166,03/01/2023,16:58:51
101,Hamburger,American,12.95,396,167,03/01/2023,17:00:49
117,Chicken Burrito,Mexican,12.95,397,167,03/01/2023,17:00:49
113,Edamame,Asian,5,398,167,03/01/2023,17:00:49
107,Orange Chicken,Asian,16.5,399,168,03/01/2023,17:02:27
132,Eggplant Parmesan,Italian,16.95,400,168,03/01/2023,17:02:27
125,Spaghetti & Meatballs,Italian,17.95,401,169,03/01/2023,17:15:48
110,Pork Ramen,Asian,17.95,402,169,03/01/2023,17:15:48
120,Steak Torta,Mexican,13.95,403,169,03/01/2023,17:15:48
109,Korean Beef Bowl,Asian,17.95,404,170,03/01/2023,17:21:31
111,California Roll,Asian,11.95,405,171,03/01/2023,17:23:03
